codigomuestra,parcela,usuarioident,fechacreacionident,fechaenvioident,idodkident,fechaidentificacion,identificadores,otrosidentificadores,idparentalidentificaciones,identificaciones
20191410k11.1,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 14:51:13.849,2019-10-31 14:51:13.844,uuid:5333ff5a-2227-4783-bb7f-e3107c82ac84,2019-10-31 00:00:00,kmfg,NULL,uuid:5333ff5a-2227-4783-bb7f-e3107c82ac84,solenopsissp
166m4,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17 21:24:16.968,2019-10-17 21:24:16.963,uuid:0b1a3b4d-f431-4660-aac8-00a3ef2f9d9e,2019-10-17 00:00:00,eagv,NULL,uuid:0b1a3b4d-f431-4660-aac8-00a3ef2f9d9e,solenopsissp
H20191012m5,p16,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01 01:09:39.103,2019-11-01 01:09:39.099,uuid:37554158-d070-4458-a13a-262bc1717267,2019-10-12 00:00:00,"mlt,otra",Diyael Sosa,uuid:37554158-d070-4458-a13a-262bc1717267,"brachymyrmexsp,solenopsisgeminata,pheidolejelskii,pheidolesubarmata,dorymyrmexantillana"
20190928B4,p122,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-10-16 21:56:49.982,2019-10-16 21:56:49.976,uuid:a842255c-d3aa-4402-9448-6bcf8805d78f,2019-10-16 00:00:00,bacs,NULL,uuid:a842255c-d3aa-4402-9448-6bcf8805d78f,"dorymyrmexsp,dorymyrmexsp"
20191012k4,p66,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 14:56:16.453,2019-10-31 14:56:16.445,uuid:936c79d7-6164-4fd4-8076-db7cdf6dc3cb,2019-10-16 00:00:00,kmfg,NULL,uuid:936c79d7-6164-4fd4-8076-db7cdf6dc3cb,solenopsissp
20191410k9.2,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 14:26:54.36,2019-10-31 14:26:54.354,uuid:44154a6c-5daf-48ee-a56c-2f555cbfe5c2,2019-10-18 00:00:00,kmfg,NULL,uuid:44154a6c-5daf-48ee-a56c-2f555cbfe5c2,"pheidolesp,dorymyrmexsp"
PN22M1,p22,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-02 16:29:37.376,2019-10-02 16:29:37.368,uuid:9ea67257-64e2-47af-9718-b41b5f4bcfdb,2019-10-02 00:00:00,eagv,NULL,uuid:9ea67257-64e2-47af-9718-b41b5f4bcfdb,monomoriumsp
P78M1,p78,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:54.937,2019-10-02 14:17:54.931,uuid:60063602-c4d4-4b31-acd7-db3ae28b451e,2019-10-02 00:00:00,dgb,NULL,uuid:60063602-c4d4-4b31-acd7-db3ae28b451e,dorymyrmexsp
H20191013m10,p122,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01 02:33:56.349,2019-11-01 02:33:56.346,uuid:61427a1f-6fd4-433c-a898-94ce7d88afb8,2019-10-15 00:00:00,"mlt,otra",Diyael Sosa,uuid:61427a1f-6fd4-433c-a898-94ce7d88afb8,"brachymyrmexheeri,dorymyrmexantillana"
20191012k6,p168,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 15:08:39.252,2019-10-31 15:08:39.249,uuid:1e421bbd-c37e-43f8-9e72-60c341c81322,2019-10-24 00:00:00,kmfg,NULL,uuid:1e421bbd-c37e-43f8-9e72-60c341c81322,dorymyrmexsp
Pn167 m2,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17 21:24:16.715,2019-10-17 21:24:16.71,uuid:2aeb4995-2934-487c-ba9d-c6cc5dee241b,2019-10-17 00:00:00,eagv,NULL,uuid:2aeb4995-2934-487c-ba9d-c6cc5dee241b,solenopsissp
20191024M08,p134,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31 17:06:57.435,2019-10-31 17:06:57.429,uuid:d150b6e8-f225-46e2-b14f-29ac48c9f4a2,2019-10-31 00:00:00,emdr,NULL,uuid:d150b6e8-f225-46e2-b14f-29ac48c9f4a2,"pheidolesp,solenopsissp,cardiocondylasp,brachymyrmexsp"
Pn77m1,p77,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17 21:24:17.47,2019-10-17 21:24:17.457,uuid:b05010be-0ea9-4a1f-b939-82cd7651ed73,2019-10-17 00:00:00,eagv,NULL,uuid:b05010be-0ea9-4a1f-b939-82cd7651ed73,solenopsissp
20191013k7.1,p179,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 14:54:08.603,2019-10-31 14:54:08.596,uuid:3cf256c4-be3f-4e39-adce-f43d32f8d9fa,2019-10-18 00:00:00,kmfg,NULL,uuid:3cf256c4-be3f-4e39-adce-f43d32f8d9fa,"brachymyrmexsp,brachymyrmexsp"
P147M1,p147,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:56.667,2019-10-02 14:17:56.663,uuid:9b14c311-f16f-4b23-b39c-c3020c3657d2,2019-10-02 00:00:00,dgb,NULL,uuid:9b14c311-f16f-4b23-b39c-c3020c3657d2,pheidolesp
